txn_id,timestamp,merchant_id,acquirer_id,amount,is_refund,is_chargeback
T3152,2025-09-30T07:01:33.316172,M011,A3,10.03,0,0
T3153,2025-09-30T08:28:03.316172,M011,A2,17.21,0,0
T3154,2025-09-29T23:44:25.316172,M012,A5,8.06,0,0
T3155,2025-09-30T00:47:20.316172,M012,A3,5.53,0,0
T3156,2025-09-30T08:36:51.316172,M012,A3,30.05,0,0
T3157,2025-09-30T09:33:32.316172,M012,A5,8.71,0,0
T3158,2025-09-30T06:33:33.316172,M012,A1,23.84,0,0
T3159,2025-09-30T10:49:12.316172,M012,A3,31.52,0,0
T3160,2025-09-30T00:15:20.316172,M012,A3,26.89,0,0
T3161,2025-09-30T12:15:40.316172,M012,A1,35.99,0,0
T3162,2025-09-29T15:12:15.316172,M012,A2,24.31,0,0
T3163,2025-09-30T02:07:20.316172,M012,A1,17.89,0,0
T3164,2025-09-30T04:34:05.316172,M012,A3,47.82,0,0
T3165,2025-09-30T02:42:48.316172,M012,A4,8.29,0,0
T3166,2025-09-30T03:33:39.316172,M013,A4,21.43,0,0
T3167,2025-09-30T14:39:12.316172,M013,A4,13.75,0,0
T3168,2025-09-30T14:16:23.316172,M013,A5,50.6,0,0
T3169,2025-09-30T06:07:17.316172,M013,A5,59.91,0,0
T3170,2025-09-30T14:40:54.316172,M013,A3,41.27,0,0
T3171,2025-09-30T02:41:51.316172,M013,A5,29.58,0,0
T3172,2025-09-30T01:11:20.316172,M013,A4,41.32,0,0
T3173,2025-09-29T22:52:14.316172,M013,A5,24.04,0,0
T3174,2025-09-29T17:15:35.316172,M014,A4,30.25,0,0
T3175,2025-09-29T22:16:07.316172,M014,A2,14.58,0,0
T3176,2025-09-29T21:40:43.316172,M014,A3,62.29,0,0
T3177,2025-09-29T16:35:58.316172,M014,A4,13.91,0,0
T3178,2025-09-30T06:24:13.316172,M014,A2,9.43,0,0
T3179,2025-09-30T08:24:55.316172,M014,A3,14.77,0,0
T3180,2025-09-30T13:36:04.316172,M014,A4,35.65,0,0
T3181,2025-09-30T12:08:44.316172,M015,A1,19.05,0,0
T3182,2025-09-30T08:29:40.316172,M015,A3,30.79,0,0
T3183,2025-09-30T05:52:49.316172,M015,A5,41.19,0,0
T3184,2025-09-29T15:25:26.316172,M015,A1,10.38,0,0
T3185,2025-09-30T14:08:48.316172,M015,A4,15.21,0,0
T3186,2025-09-29T15:09:03.316172,M015,A2,22.07,0,0
T3187,2025-09-29T17:29:12.316172,M015,A4,41.2,0,0
T3188,2025-09-30T04:16:47.316172,M015,A3,16.77,0,0
T3189,2025-09-29T21:23:34.316172,M015,A3,14.59,0,0
T3190,2025-09-30T07:02:07.316172,M016,A2,26.47,0,0
T3191,2025-09-29T21:52:09.316172,M016,A5,24.05,0,0
T3192,2025-09-30T04:05:59.316172,M016,A4,14.62,0,0
T3193,2025-09-30T01:43:39.316172,M016,A5,11.3,0,0
T3194,2025-09-30T06:28:39.316172,M016,A4,13.08,0,0
T3195,2025-09-30T14:31:21.316172,M016,A1,20.0,0,0
T3196,2025-09-30T07:42:02.316172,M016,A2,16.93,0,0
T3197,2025-09-29T16:48:36.316172,M016,A4,26.01,0,0
T3198,2025-09-29T19:04:58.316172,M016,A4,7.35,0,0
T3199,2025-09-30T14:21:49.316172,M016,A3,32.29,0,0
T3200,2025-09-30T12:17:40.316172,M016,A1,32.87,0,0
T3201,2025-09-29T23:32:20.316172,M016,A1,42.83,0,0
T3202,2025-09-29T20:32:39.316172,M017,A2,15.74,0,0
T3203,2025-09-29T15:08:05.316172,M017,A5,45.59,0,0
T3204,2025-09-29T20:25:54.316172,M017,A2,16.75,0,0
T3205,2025-09-30T12:15:01.316172,M017,A3,33.82,0,0
T3206,2025-09-30T06:08:31.316172,M017,A5,33.75,0,0
T3207,2025-09-30T09:58:51.316172,M017,A2,131.72,1,0
T3208,2025-09-29T22:23:07.316172,M017,A3,34.19,0,0
T3209,2025-09-29T23:21:08.316172,M017,A2,9.37,0,0
T3210,2025-09-30T08:21:32.316172,M017,A4,61.15,0,0
T3211,2025-09-30T13:03:18.316172,M018,A1,19.85,0,0
T3212,2025-09-30T10:21:50.316172,M018,A4,34.56,0,0
T3213,2025-09-30T01:08:25.316172,M018,A2,10.12,0,0
T3214,2025-09-30T00:55:34.316172,M018,A2,7.14,0,0
T3215,2025-09-30T12:52:51.316172,M018,A1,23.75,0,0
T3216,2025-09-29T18:40:14.316172,M018,A1,18.99,0,0
T3217,2025-09-29T21:38:12.316172,M018,A1,13.33,0,0
T3218,2025-09-29T21:40:32.316172,M018,A1,6.98,0,0
T3219,2025-09-29T22:10:10.316172,M018,A3,58.25,0,0
T3220,2025-09-29T14:57:56.316172,M018,A2,28.14,0,0
T3221,2025-09-29T22:59:06.316172,M018,A3,13.59,0,0
T3222,2025-09-29T22:42:02.316172,M018,A5,20.15,1,0
T3223,2025-09-30T10:58:00.316172,M018,A2,30.34,0,0
T3224,2025-09-29T19:32:37.316172,M019,A4,27.96,0,0
T3225,2025-09-30T03:07:51.316172,M019,A1,7.87,0,0
T3226,2025-09-30T13:51:12.316172,M019,A4,83.26,0,0
T3227,2025-09-29T15:12:32.316172,M019,A1,10.12,0,0
T3228,2025-09-29T19:44:40.316172,M019,A1,31.85,0,0
T3229,2025-09-30T09:41:03.316172,M019,A4,75.34,0,0
T3230,2025-09-30T07:45:41.316172,M019,A2,17.1,0,0
T3231,2025-09-30T07:15:59.316172,M019,A3,13.99,0,0
T3232,2025-09-30T10:24:01.316172,M019,A2,27.78,0,0
T3233,2025-09-30T05:19:04.316172,M019,A3,6.48,0,0
T3234,2025-09-29T16:09:30.316172,M019,A1,17.78,0,0
T3235,2025-09-30T12:28:02.316172,M019,A2,21.4,0,0
T3236,2025-09-30T09:26:29.316172,M019,A1,10.41,0,0
T3237,2025-09-30T05:04:05.316172,M019,A3,7.95,0,0
T3238,2025-09-29T15:43:40.316172,M019,A3,22.62,0,0
T3239,2025-09-30T10:20:04.316172,M020,A4,26.8,0,0
T3240,2025-09-29T16:22:55.316172,M020,A5,19.34,0,0
T3241,2025-09-29T20:06:45.316172,M020,A2,30.01,0,0
T3242,2025-09-29T19:32:05.316172,M020,A1,58.5,0,0
T3243,2025-09-30T02:32:03.316172,M020,A2,19.15,0,0
T3244,2025-09-30T10:35:34.316172,M020,A5,41.42,0,0
T3245,2025-09-29T15:51:18.316172,M020,A4,46.4,0,0
T3246,2025-09-30T00:46:42.316172,M020,A3,62.31,0,0
T3247,2025-09-29T22:20:13.316172,M020,A5,53.77,0,0
T3248,2025-09-30T03:43:59.316172,M020,A3,76.4,0,0
T3249,2025-09-30T08:35:25.316172,M021,A2,15.48,0,0
T3250,2025-09-30T05:05:12.316172,M021,A5,151.49,0,0
T3251,2025-09-30T05:07:08.316172,M021,A4,10.29,0,0
T3252,2025-09-30T03:06:14.316172,M021,A4,13.79,0,0
T3253,2025-09-30T01:09:42.316172,M021,A4,13.62,0,0
T3254,2025-09-30T13:53:50.316172,M021,A4,26.04,0,0
T3255,2025-09-30T04:34:09.316172,M021,A1,6.84,0,0
T3256,2025-09-30T10:55:05.316172,M021,A4,33.49,0,0
T3257,2025-09-30T04:32:58.316172,M021,A1,33.0,0,0
T3258,2025-09-30T10:22:08.316172,M021,A2,24.79,0,0
T3259,2025-09-30T05:45:40.316172,M022,A2,32.1,0,0
T3260,2025-09-30T03:48:16.316172,M022,A3,44.85,0,0
T3261,2025-09-30T13:34:00.316172,M022,A2,11.25,0,0
T3262,2025-09-30T06:03:59.316172,M022,A2,11.53,0,0
T3263,2025-09-29T20:19:22.316172,M022,A3,20.6,0,0
T3264,2025-09-30T02:24:31.316172,M022,A3,13.87,0,0
T3265,2025-09-29T20:43:34.316172,M023,A3,63.72,0,0
T3266,2025-09-30T14:00:59.316172,M023,A2,15.93,0,0
T3267,2025-09-30T00:25:23.316172,M023,A1,21.38,0,0
T3268,2025-09-30T04:50:25.316172,M023,A4,72.09,0,0
T3269,2025-09-30T06:57:04.316172,M023,A4,9.94,0,0
T3270,2025-09-30T13:28:12.316172,M023,A3,53.19,0,0
T3271,2025-09-30T11:53:16.316172,M023,A3,13.47,0,0
T3272,2025-09-30T11:00:30.316172,M023,A2,31.25,0,0
T3273,2025-09-30T09:53:49.316172,M023,A5,10.03,0,0
T3274,2025-09-29T16:51:56.316172,M023,A3,20.21,0,0
T3275,2025-09-30T00:12:38.316172,M023,A1,10.49,0,0
T3276,2025-09-29T17:20:14.316172,M023,A5,45.41,0,0
T3277,2025-09-30T10:59:39.316172,M024,A3,9.39,0,0
T3278,2025-09-29T18:19:41.316172,M024,A1,34.32,0,0
T3279,2025-09-30T12:26:04.316172,M024,A4,14.13,0,0
T3280,2025-09-29T16:55:03.316172,M024,A3,60.44,0,0
T3281,2025-09-29T17:52:08.316172,M024,A1,23.3,0,0
T3282,2025-09-30T08:28:14.316172,M024,A1,24.75,0,0
T3283,2025-09-29T15:30:30.316172,M024,A5,31.86,0,0
T3284,2025-09-29T18:29:28.316172,M024,A3,39.01,0,0
T3285,2025-09-29T16:25:51.316172,M024,A3,17.73,0,0
T3286,2025-09-29T20:42:30.316172,M024,A4,35.25,0,0
T3287,2025-09-30T01:18:02.316172,M024,A3,61.61,1,0
T3288,2025-09-29T15:26:13.316172,M025,A1,21.7,0,0
T3289,2025-09-30T13:48:37.316172,M025,A4,56.49,0,1
T3290,2025-09-29T18:41:09.316172,M025,A1,103.84,0,0
T3291,2025-09-29T18:25:53.316172,M025,A3,19.12,0,0
T3292,2025-09-30T14:39:48.316172,M025,A4,4.28,0,0
T3293,2025-09-30T13:58:42.316172,M025,A1,9.83,0,0
T3294,2025-09-30T02:43:52.316172,M025,A1,30.91,0,0
T3295,2025-09-30T14:07:44.316172,M025,A4,12.61,0,0
T3296,2025-09-29T16:39:49.316172,M026,A4,32.5,0,0
T3297,2025-09-30T14:37:58.316172,M026,A4,10.88,0,0
T3298,2025-09-29T21:29:48.316172,M026,A2,10.73,0,0
T3299,2025-09-30T10:50:56.316172,M026,A4,8.04,0,0
T3300,2025-09-30T02:32:11.316172,M026,A4,20.3,0,0
T3301,2025-09-30T09:00:04.316172,M026,A2,10.52,0,0
T3302,2025-09-30T01:13:01.316172,M026,A3,9.74,0,0
T3303,2025-09-29T23:19:37.316172,M026,A4,6.85,0,0
T3304,2025-09-30T00:35:21.316172,M026,A1,23.01,0,0
T3305,2025-09-30T05:28:25.316172,M026,A4,18.6,0,0
T3306,2025-09-29T23:48:30.316172,M026,A1,12.96,0,0
T3307,2025-09-29T17:15:11.316172,M026,A4,5.06,0,0
T3308,2025-09-30T10:00:56.316172,M026,A4,52.34,0,0
T3309,2025-09-29T19:36:18.316172,M026,A4,14.96,0,0
T3310,2025-09-30T05:45:55.316172,M026,A4,2.86,0,0
T3311,2025-09-30T10:06:42.316172,M027,A3,23.31,0,0
T3312,2025-09-30T04:44:50.316172,M027,A4,30.72,0,0
T3313,2025-09-30T05:42:46.316172,M027,A1,19.71,0,0
T3314,2025-09-30T06:01:28.316172,M027,A4,2.13,0,0
T3315,2025-09-30T13:33:20.316172,M027,A4,11.89,0,0
T3316,2025-09-30T12:32:03.316172,M027,A4,6.28,0,0
T3317,2025-09-29T20:11:03.316172,M027,A2,20.31,0,0
T3318,2025-09-29T19:52:59.316172,M027,A2,30.7,0,0
T3319,2025-09-30T12:29:23.316172,M027,A5,88.27,0,0
T3320,2025-09-30T04:54:44.316172,M027,A3,16.21,0,0
T3321,2025-09-30T14:10:48.316172,M027,A5,51.29,0,0
T3322,2025-09-29T23:48:26.316172,M027,A3,55.65,0,0
T3323,2025-09-29T18:23:46.316172,M027,A4,25.22,1,0
T3324,2025-09-30T00:57:09.316172,M027,A3,24.21,0,0
T3325,2025-09-30T07:32:01.316172,M027,A4,12.61,0,0
T3326,2025-09-29T23:38:32.316172,M027,A2,6.85,0,0
T3327,2025-09-30T05:09:56.316172,M027,A2,13.89,0,0
T3328,2025-09-30T13:37:46.316172,M027,A1,50.1,0,0
T3329,2025-09-30T04:13:05.316172,M027,A2,10.2,0,0
T3330,2025-09-30T03:20:39.316172,M027,A1,13.55,0,0
T3331,2025-09-29T18:27:17.316172,M027,A2,12.48,0,0
T3332,2025-09-30T02:48:35.316172,M027,A4,24.0,0,0
T3333,2025-09-29T15:24:00.316172,M027,A3,32.19,0,0
T3334,2025-09-29T17:34:05.316172,M027,A3,59.53,0,0
T3335,2025-09-29T16:45:58.316172,M027,A1,15.5,0,0
T3336,2025-09-29T17:30:03.316172,M027,A3,24.27,0,0
T3337,2025-09-30T05:07:39.316172,M027,A5,13.24,0,0
T3338,2025-09-30T03:41:21.316172,M027,A3,21.03,0,0
T3339,2025-09-29T17:40:39.316172,M027,A3,7.16,0,0
T3340,2025-09-29T19:31:46.316172,M027,A4,46.63,0,0
T3341,2025-09-30T13:18:57.316172,M028,A2,22.79,0,0
T3342,2025-09-30T12:21:17.316172,M028,A3,8.71,0,0
T3343,2025-09-29T17:49:55.316172,M028,A5,8.87,0,0
T3344,2025-09-30T06:27:30.316172,M028,A5,18.48,1,0
T3345,2025-09-29T23:58:16.316172,M028,A1,18.59,0,0
T3346,2025-09-30T02:27:37.316172,M028,A5,30.5,0,0
T3347,2025-09-29T21:14:38.316172,M029,A4,19.03,0,0
T3348,2025-09-29T15:48:01.316172,M029,A5,9.32,0,0
T3349,2025-09-29T15:30:43.316172,M029,A5,101.16,0,0
T3350,2025-09-30T12:15:14.316172,M029,A5,45.4,0,0
T3351,2025-09-29T15:28:44.316172,M029,A2,33.52,0,0
T3352,2025-09-30T02:09:56.316172,M029,A4,19.14,0,0
T3353,2025-09-30T02:30:28.316172,M029,A3,22.35,0,0
T3354,2025-09-30T03:14:18.316172,M029,A5,8.78,0,0
T3355,2025-09-30T11:30:28.316172,M029,A2,36.71,0,0
T3356,2025-09-29T18:11:00.316172,M029,A3,34.24,0,0
T3357,2025-09-30T11:05:52.316172,M029,A2,7.68,0,0
T3358,2025-09-30T11:41:09.316172,M029,A5,79.69,0,0
T3359,2025-09-29T17:32:13.316172,M029,A5,18.07,0,0
T3360,2025-09-30T08:31:14.316172,M030,A1,22.54,0,0
T3361,2025-09-30T13:15:32.316172,M030,A5,23.79,0,0
T3362,2025-09-29T21:01:27.316172,M030,A5,22.41,0,0
T3363,2025-09-30T01:02:17.316172,M030,A1,13.13,0,0
T3364,2025-09-30T11:55:33.316172,M030,A2,33.62,0,0
T3365,2025-09-30T01:13:03.316172,M030,A5,13.36,0,0
T3366,2025-09-29T17:26:56.316172,M030,A2,14.76,0,0
T3367,2025-09-29T18:41:19.316172,M030,A3,17.78,0,0
T3368,2025-09-29T18:18:40.316172,M030,A3,12.68,0,0
T3369,2025-09-29T22:06:22.316172,M030,A2,26.49,0,0
T3370,2025-09-29T20:04:05.316172,M030,A2,8.12,0,0
T3371,2025-09-30T13:13:08.316172,M030,A3,21.43,0,0
T3372,2025-09-30T08:24:13.316172,M030,A4,46.05,0,0
T3373,2025-09-29T14:53:20.316172,M030,A2,28.68,0,0
T3374,2025-09-29T23:15:43.316172,M031,A3,50.5,0,0
T3375,2025-09-30T02:22:44.316172,M031,A2,6.66,0,0
T3376,2025-09-29T23:39:23.316172,M031,A3,90.7,0,0
T3377,2025-09-30T13:19:48.316172,M031,A1,27.33,0,0
T3378,2025-09-30T08:46:40.316172,M031,A4,12.0,0,0
T3379,2025-09-30T13:05:02.316172,M031,A5,35.17,0,0
T3380,2025-09-30T00:13:59.316172,M031,A5,11.84,0,0
T3381,2025-09-30T02:22:47.316172,M031,A3,51.31,0,0
T3382,2025-09-30T00:34:30.316172,M031,A2,10.7,0,0
T3383,2025-09-30T01:43:14.316172,M031,A3,86.68,0,0
T3384,2025-09-30T12:44:10.316172,M031,A3,32.41,0,0
T3385,2025-09-29T19:24:53.316172,M031,A4,26.81,0,0
T3386,2025-09-29T20:19:41.316172,M031,A3,36.85,0,0
T3387,2025-09-29T16:46:40.316172,M031,A1,25.72,0,0
T3388,2025-09-29T15:52:44.316172,M031,A4,34.35,0,0
T3389,2025-09-30T10:59:29.316172,M031,A2,12.01,0,0
T3390,2025-09-29T16:47:06.316172,M031,A5,20.88,0,0
T3391,2025-09-30T01:36:46.316172,M031,A4,28.79,0,0
T3392,2025-09-29T23:23:15.316172,M031,A3,26.72,0,0
T3393,2025-09-29T17:46:41.316172,M031,A1,14.51,0,0
T3394,2025-09-30T01:29:19.316172,M032,A1,7.57,0,1
T3395,2025-09-30T11:56:57.316172,M032,A2,27.23,0,0
T3396,2025-09-30T03:59:12.316172,M032,A2,33.07,0,0
T3397,2025-09-30T06:15:13.316172,M032,A4,24.08,0,0
T3398,2025-09-29T14:50:06.316172,M032,A1,34.11,0,0
T3399,2025-09-29T17:00:22.316172,M032,A3,87.77,0,0
T3400,2025-09-29T21:05:37.316172,M032,A4,5.7,0,0
T3401,2025-09-29T19:24:01.316172,M032,A3,6.11,0,0
T3402,2025-09-29T16:21:07.316172,M032,A2,21.98,0,0
T3403,2025-09-29T23:14:20.316172,M032,A2,2.96,0,0
T3404,2025-09-30T03:10:06.316172,M032,A1,14.94,0,0
T3405,2025-09-29T16:11:54.316172,M033,A4,21.16,0,0
T3406,2025-09-30T02:34:05.316172,M033,A1,8.57,1,0
T3407,2025-09-29T14:51:42.316172,M033,A3,13.78,0,0
T3408,2025-09-29T22:43:59.316172,M033,A3,18.62,0,0
T3409,2025-09-29T15:48:51.316172,M033,A5,35.61,0,0
T3410,2025-09-30T13:36:21.316172,M033,A3,33.11,0,0
T3411,2025-09-30T03:44:01.316172,M033,A1,11.56,0,0
T3412,2025-09-29T23:09:31.316172,M033,A3,10.74,0,0
T3413,2025-09-30T00:10:35.316172,M033,A1,19.31,0,0
T3414,2025-09-30T06:22:00.316172,M033,A1,13.51,0,0
T3415,2025-09-30T13:15:32.316172,M033,A1,32.63,0,0
T3416,2025-09-30T06:52:50.316172,M033,A4,20.3,0,0
T3417,2025-09-30T12:11:37.316172,M033,A1,9.14,0,0
T3418,2025-09-30T10:15:19.316172,M033,A5,7.43,0,0
T3419,2025-09-29T20:02:33.316172,M034,A5,10.16,0,0
T3420,2025-09-30T09:19:44.316172,M034,A5,18.37,0,1
T3421,2025-09-30T05:50:41.316172,M034,A5,25.87,0,0
T3422,2025-09-30T00:30:20.316172,M034,A1,31.28,0,0
T3423,2025-09-29T23:56:52.316172,M034,A5,62.84,0,0
T3424,2025-09-30T03:10:57.316172,M034,A5,15.81,0,0
T3425,2025-09-30T06:06:20.316172,M034,A3,56.27,0,0
T3426,2025-09-30T13:44:49.316172,M034,A3,11.31,0,0
T3427,2025-09-30T04:30:59.316172,M035,A4,23.71,0,0
T3428,2025-09-29T22:05:22.316172,M035,A5,24.41,0,0
T3429,2025-09-30T00:54:48.316172,M035,A5,11.17,0,0
T3430,2025-09-30T14:37:18.316172,M035,A4,48.86,0,0
T3431,2025-09-30T13:05:05.316172,M035,A2,45.55,0,0
T3432,2025-09-29T23:51:49.316172,M035,A4,7.18,0,0
T3433,2025-09-30T02:49:31.316172,M035,A4,10.84,0,0
T3434,2025-09-29T23:18:41.316172,M036,A1,27.89,0,0
T3435,2025-09-30T01:20:31.316172,M036,A5,3.91,0,0
T3436,2025-09-30T11:05:06.316172,M036,A4,14.61,0,0
T3437,2025-09-30T08:53:18.316172,M036,A3,8.14,0,0
T3438,2025-09-30T01:39:31.316172,M036,A3,23.21,0,0
T3439,2025-09-30T05:48:39.316172,M036,A5,36.67,0,0
T3440,2025-09-29T15:30:25.316172,M037,A1,21.1,0,0
T3441,2025-09-30T07:09:05.316172,M037,A3,8.29,0,0
T3442,2025-09-29T23:31:25.316172,M037,A5,26.0,0,0
T3443,2025-09-30T13:37:10.316172,M037,A2,28.87,0,0
T3444,2025-09-29T18:23:50.316172,M037,A1,21.73,0,0
T3445,2025-09-29T23:29:11.316172,M037,A1,104.19,0,0
T3446,2025-09-30T06:40:23.316172,M038,A4,14.34,0,0
T3447,2025-09-29T20:24:40.316172,M038,A2,44.39,0,0
T3448,2025-09-29T18:13:01.316172,M038,A5,8.34,0,0
T3449,2025-09-30T12:10:31.316172,M038,A1,14.35,0,0
T3450,2025-09-30T01:05:28.316172,M038,A1,27.82,0,0
T3451,2025-09-30T02:10:27.316172,M038,A4,14.9,0,0
T3452,2025-09-30T02:09:28.316172,M038,A4,31.21,0,0
T3453,2025-09-30T05:16:57.316172,M038,A5,45.99,0,0
T3454,2025-09-30T04:08:29.316172,M038,A1,12.38,0,0
T3455,2025-09-30T07:01:20.316172,M038,A1,13.88,0,0
T3456,2025-09-30T13:09:15.316172,M038,A1,18.83,0,0
T3457,2025-09-30T06:10:47.316172,M038,A3,14.58,0,0
T3458,2025-09-30T06:23:13.316172,M038,A3,7.45,0,0
T3459,2025-09-29T22:53:05.316172,M038,A4,11.63,0,0
T3460,2025-09-30T09:17:37.316172,M038,A4,17.93,0,0
T3461,2025-09-30T12:36:22.316172,M038,A5,40.6,0,0
T3462,2025-09-30T10:20:04.316172,M038,A3,56.14,0,0
T3463,2025-09-30T13:38:57.316172,M038,A3,8.23,0,0
T3464,2025-09-30T01:36:52.316172,M038,A2,18.35,0,0
T3465,2025-09-30T05:42:34.316172,M038,A4,23.58,0,0
T3466,2025-09-30T03:43:57.316172,M039,A4,11.07,0,0
T3467,2025-09-30T06:06:11.316172,M039,A2,19.05,0,0
T3468,2025-09-29T16:40:12.316172,M039,A5,80.65,0,0
T3469,2025-09-30T11:56:15.316172,M039,A4,19.36,0,0
T3470,2025-09-30T11:58:13.316172,M039,A1,21.65,0,0
T3471,2025-09-30T04:42:22.316172,M039,A1,21.39,0,0
T3472,2025-09-30T04:28:27.316172,M039,A4,23.42,0,0
T3473,2025-09-29T21:33:06.316172,M039,A3,30.8,0,0
T3474,2025-09-29T16:12:26.316172,M040,A2,11.65,0,0
T3475,2025-09-30T07:54:03.316172,M040,A1,17.0,0,0
T3476,2025-09-30T02:45:55.316172,M040,A1,48.77,0,0
T3477,2025-09-29T21:10:41.316172,M040,A3,36.46,1,0
T3478,2025-09-30T14:00:51.316172,M040,A1,12.32,0,0
T3479,2025-09-29T16:43:41.316172,M040,A4,63.45,0,0
T3480,2025-09-29T23:00:53.316172,M040,A4,11.42,0,0
T3481,2025-09-29T17:25:01.316172,M040,A1,48.36,0,0
T3482,2025-09-30T09:40:58.316172,M040,A2,23.15,0,0
T3483,2025-09-30T13:49:23.316172,M040,A5,13.15,0,0
T3484,2025-09-30T11:52:05.316172,M040,A4,33.35,0,0
T3485,2025-09-29T19:23:04.316172,M040,A5,15.21,0,0
T3486,2025-09-30T10:31:07.316172,M040,A4,4.51,0,0
T3487,2025-09-30T05:43:46.316172,M040,A4,122.07,0,0
T3488,2025-09-30T02:40:17.316172,M040,A4,10.72,0,0
T3489,2025-09-30T11:26:45.316172,M040,A5,16.52,0,0
T3490,2025-09-30T02:17:13.316172,M040,A4,15.27,0,0
T3491,2025-09-29T20:01:43.316172,M040,A1,60.09,0,0
T3492,2025-09-30T12:37:23.316172,M040,A1,58.29,0,0
T3493,2025-09-30T13:19:14.316172,M041,A3,106.4,0,0
T3494,2025-09-30T02:14:59.316172,M041,A4,9.96,0,0
T3495,2025-09-30T11:01:43.316172,M041,A4,22.72,0,0
T3496,2025-09-30T01:23:45.316172,M041,A3,23.83,0,0
T3497,2025-09-30T03:57:44.316172,M041,A3,17.71,0,0
T3498,2025-09-30T05:00:49.316172,M041,A3,49.07,0,0
T3499,2025-09-30T05:01:18.316172,M041,A4,31.55,0,0
T3500,2025-09-29T22:01:43.316172,M041,A1,15.05,0,0
T3501,2025-09-30T12:21:57.316172,M041,A4,26.69,0,0
T3502,2025-09-29T20:27:39.316172,M042,A4,12.34,0,0
T3503,2025-09-30T01:09:58.316172,M042,A5,27.12,0,0
T3504,2025-09-30T03:07:34.316172,M042,A4,29.66,0,0
T3505,2025-09-29T23:24:50.316172,M042,A2,76.17,0,0
T3506,2025-09-30T13:56:26.316172,M042,A1,27.03,0,0
T3507,2025-09-29T23:19:49.316172,M042,A1,29.48,0,0
T3508,2025-09-30T14:30:04.316172,M042,A4,39.44,0,0
T3509,2025-09-29T18:25:10.316172,M042,A2,41.51,0,0
T3510,2025-09-29T23:58:37.316172,M042,A2,56.24,0,0
T3511,2025-09-30T00:12:05.316172,M042,A4,31.32,0,0
T3512,2025-09-30T02:44:30.316172,M042,A3,26.27,0,0
T3513,2025-09-30T09:01:02.316172,M043,A1,27.21,0,0
T3514,2025-09-30T06:32:34.316172,M043,A3,4.34,0,0
T3515,2025-09-30T11:10:01.316172,M043,A4,18.63,0,1
T3516,2025-09-30T05:43:32.316172,M043,A4,8.86,0,0
T3517,2025-09-29T19:17:32.316172,M043,A5,21.74,0,0
T3518,2025-09-30T06:44:57.316172,M043,A2,34.22,0,0
T3519,2025-09-30T11:13:09.316172,M043,A4,25.51,0,0
T3520,2025-09-29T17:54:21.316172,M043,A3,60.72,0,0
T3521,2025-09-29T23:29:32.316172,M044,A4,15.3,0,0
T3522,2025-09-30T12:10:44.316172,M044,A2,11.64,0,0
T3523,2025-09-30T12:34:42.316172,M044,A3,12.76,0,0
T3524,2025-09-29T19:34:51.316172,M045,A5,7.89,0,0
T3525,2025-09-30T01:31:39.316172,M045,A4,30.96,0,0
T3526,2025-09-30T10:02:30.316172,M045,A2,43.43,0,0
T3527,2025-09-29T17:17:19.316172,M045,A5,21.37,0,0
T3528,2025-09-30T01:29:06.316172,M045,A5,72.78,0,0
T3529,2025-09-30T03:23:04.316172,M045,A3,16.65,0,0
T3530,2025-09-30T09:21:31.316172,M045,A5,24.83,0,0
T3531,2025-09-30T13:34:52.316172,M045,A1,17.72,0,0
T3532,2025-09-30T03:31:04.316172,M045,A2,8.72,0,0
T3533,2025-09-29T17:23:36.316172,M045,A4,52.11,0,0
T3534,2025-09-30T00:13:24.316172,M045,A3,10.33,0,0
T3535,2025-09-29T16:19:38.316172,M045,A4,22.76,0,0
T3536,2025-09-30T14:04:49.316172,M045,A3,44.49,0,0
T3537,2025-09-29T17:00:44.316172,M045,A5,15.98,0,0
T3538,2025-09-30T07:42:30.316172,M045,A3,10.37,0,0
T3539,2025-09-30T06:37:42.316172,M046,A3,36.65,0,0
T3540,2025-09-29T19:02:59.316172,M046,A4,27.29,0,0
T3541,2025-09-29T15:15:23.316172,M046,A3,9.74,0,0
T3542,2025-09-29T22:57:30.316172,M046,A2,11.83,0,0
T3543,2025-09-30T02:24:25.316172,M046,A3,12.1,0,0
T3544,2025-09-29T19:42:10.316172,M046,A5,5.48,0,0
T3545,2025-09-30T13:55:41.316172,M046,A4,14.48,0,0
T3546,2025-09-29T22:38:03.316172,M046,A4,70.14,0,0
T3547,2025-09-30T00:53:39.316172,M046,A5,97.55,0,0
T3548,2025-09-30T01:45:04.316172,M046,A4,39.17,0,0
T3549,2025-09-30T02:01:02.316172,M046,A1,6.87,0,0
T3550,2025-09-29T19:59:26.316172,M046,A2,22.63,0,0
T3551,2025-09-29T18:05:01.316172,M046,A4,163.7,0,0
T3552,2025-09-30T04:24:34.316172,M046,A2,11.94,0,0
T3553,2025-09-29T23:36:02.316172,M047,A5,8.32,0,0
T3554,2025-09-29T23:05:17.316172,M047,A5,60.27,0,0
T3555,2025-09-29T23:45:25.316172,M047,A4,19.28,0,0
T3556,2025-09-30T11:36:11.316172,M047,A1,15.08,0,0
T3557,2025-09-30T08:00:17.316172,M047,A3,55.14,0,0
T3558,2025-09-29T17:03:23.316172,M047,A1,12.96,0,0
T3559,2025-09-29T21:49:34.316172,M047,A3,9.06,0,0
T3560,2025-09-30T11:32:51.316172,M047,A2,24.27,0,0
T3561,2025-09-29T21:19:56.316172,M047,A1,29.06,0,0
