account_id,ym,ending_balance
A000143,2023-11,1761.04
A000143,2024-02,1661.32
A000143,2024-06,2425.73
A000143,2024-08,2346.52
A000143,2024-11,2267.74
A000143,2025-02,2260.08
A000143,2025-06,2183.89
A000143,2025-09,2069.47
A000144,2023-11,-73.11
A000144,2023-12,2763.79
A000144,2024-01,1961.24
A000144,2024-02,1296.47
A000144,2024-03,1178.06
A000144,2024-04,962.61
A000144,2024-05,761.85
A000144,2024-06,524.83
A000144,2024-07,294.32
A000144,2024-08,186.85
A000144,2024-09,82.65
A000144,2024-10,1652.63
A000144,2024-11,2692.23
A000144,2024-12,2581.77
A000144,2025-01,2447.99
A000144,2025-02,4919.62
A000144,2025-03,4493.92
A000144,2025-04,4048.52
A000144,2025-05,3890.81
A000144,2025-06,3638.59
A000144,2025-07,4140.86
A000144,2025-08,3940.42
A000144,2025-09,3727.04
A000145,2023-12,-25.59
A000145,2024-01,-445.66
A000145,2024-02,-710.41
A000145,2024-03,-874.34
A000145,2024-04,-1066.63
A000145,2024-05,388.57
A000145,2024-06,-1.12
A000145,2024-07,-55.52
A000145,2024-08,-910.57
A000145,2024-09,1420.12
A000145,2024-10,3191.61
A000145,2024-11,2843.39
A000145,2024-12,2304.89
A000145,2025-01,1888.67
A000145,2025-02,4800.3
A000145,2025-03,4346.15
A000145,2025-04,4418.39
A000145,2025-05,5450.87
A000145,2025-06,5327.91
A000145,2025-07,6887.47
A000145,2025-08,9046.99
A000145,2025-09,8681.85
A000145,2025-10,8642.52
A000146,2024-08,2215.56
A000146,2024-11,2106.9
A000146,2024-12,3868.71
A000146,2025-01,3872.88
A000146,2025-02,3718.1
A000146,2025-04,3606.7
A000147,2023-09,-161.65
A000147,2023-10,-488.23
A000147,2023-11,-565.74
A000147,2023-12,-694.36
A000147,2024-01,-1394.66
A000147,2024-02,-1470.36
A000147,2024-03,-1796.63
A000147,2024-04,-2318.55
A000147,2024-05,-964.89
A000147,2024-06,-1110.51
A000147,2024-07,-1186.69
A000147,2024-08,-1192.17
A000147,2024-09,-1220.35
A000147,2024-10,-1336.7
A000147,2024-11,-1463.97
A000147,2024-12,-1526.7
A000147,2025-01,327.66
A000147,2025-02,105.85
A000147,2025-03,-9.93
A000147,2025-04,-206.32
A000147,2025-05,-352.19
A000147,2025-06,-642.06
A000147,2025-07,-771.35
A000147,2025-08,-853.1
A000147,2025-09,-849.72
A000147,2025-10,-1074.99
A000148,2024-04,-60.56
A000148,2024-05,-132.24
A000148,2024-09,-202.3
A000148,2024-12,-329.52
A000148,2025-01,-366.89
A000149,2023-09,-54.19
A000149,2023-10,-315.92
A000149,2023-12,-747.4
A000149,2024-01,-838.9
A000149,2024-02,-933.59
A000149,2024-03,-982.95
A000149,2024-04,-1148.49
A000149,2024-05,-1202.56
A000149,2024-06,-1400.59
A000149,2024-07,-1507.71
A000149,2024-08,-1396.41
A000149,2024-10,-1206.55
A000149,2024-11,-1400.6
A000149,2024-12,-1469.49
A000149,2025-01,-1545.69
A000149,2025-02,-1721.47
A000149,2025-03,-1758.92
A000149,2025-04,-2544.21
A000149,2025-05,-2621.92
A000149,2025-06,-2631.92
A000149,2025-07,-2822.93
A000149,2025-08,-3034.94
A000149,2025-09,-3466.55
A000150,2023-10,-156.11
A000150,2023-11,-282.43
A000150,2023-12,-519.89
A000150,2024-01,-652.24
A000150,2024-02,1362.79
A000150,2024-03,985.37
A000150,2024-04,790.33
A000150,2024-05,625.71
A000150,2024-06,-677.72
A000150,2024-07,-752.17
A000150,2024-09,-814.65
A000150,2024-10,-1108.54
A000150,2024-11,-1135.15
A000150,2024-12,-154.88
A000150,2025-01,-390.18
A000150,2025-02,-731.78
A000150,2025-03,-870.7
A000150,2025-04,-969.48
A000150,2025-05,-1264.85
A000150,2025-06,867.85
A000150,2025-07,2654.04
A000150,2025-08,2496.95
A000150,2025-09,2402.81
A000150,2025-10,4145.53
A000151,2023-10,-51.97
A000151,2023-11,1663.68
A000151,2023-12,1608.33
A000151,2024-02,1433.67
A000151,2024-03,1472.78
A000151,2024-04,1232.51
A000151,2024-05,790.5
A000151,2024-06,664.71
A000151,2024-07,593.89
A000151,2024-08,384.95
A000151,2024-09,410.99
A000151,2024-10,368.02
A000151,2024-11,306.76
A000151,2025-01,1690.91
A000151,2025-03,1521.76
A000151,2025-04,896.13
A000151,2025-05,2379.95
A000151,2025-06,2314.43
A000151,2025-09,2302.77
A000152,2024-10,-93.13
A000152,2024-11,-350.2
A000152,2024-12,-1010.18
A000152,2025-01,1205.27
A000152,2025-02,3299.42
A000152,2025-03,2607.06
A000152,2025-04,2125.71
A000152,2025-05,1450.5
A000152,2025-06,934.99
A000152,2025-07,250.35
A000152,2025-08,-200.59
A000152,2025-09,1643.51
A000152,2025-10,1452.27
A000153,2023-05,-27.12
A000153,2023-06,-165.31
A000153,2023-07,-207.42
A000153,2023-08,-243.02
A000153,2023-09,-252.94
A000153,2023-11,1552.11
A000153,2023-12,1179.11
A000153,2024-01,914.5
A000153,2024-02,881.31
A000153,2024-03,2463.2
A000153,2024-04,2166.66
A000153,2024-05,2246.36
A000153,2024-06,4304.32
A000153,2024-07,4277.2
A000153,2024-08,9577.4
A000153,2024-09,8951.85
A000153,2024-10,8817.04
A000153,2024-11,8668.02
A000153,2024-12,8634.23
A000153,2025-01,8439.74
A000153,2025-02,8375.14
A000153,2025-03,8325.59
A000153,2025-04,8115.9
A000153,2025-07,10191.41
A000153,2025-08,10136.92
A000153,2025-09,11338.63
A000153,2025-10,11277.32
A000154,2024-02,-226.6
A000154,2024-03,1471.51
A000154,2024-04,1438.83
A000154,2024-05,3440.95
A000154,2024-06,3095.0
A000154,2024-07,2862.8
A000154,2024-08,2816.45
A000154,2024-09,2570.89
A000154,2024-10,6412.51
A000154,2024-11,6370.41
A000154,2024-12,5992.52
A000154,2025-01,5579.61
A000154,2025-02,5581.2
A000154,2025-03,5402.7
A000154,2025-04,8990.57
A000154,2025-06,10149.21
A000154,2025-07,11889.75
A000154,2025-08,11880.69
A000154,2025-09,11815.03
A000154,2025-10,11725.04
A000155,2023-12,-26.67
A000155,2024-02,-52.62
A000155,2024-04,-473.98
A000155,2024-09,-245.36
A000155,2024-12,-263.59
A000156,2024-05,-118.91
A000156,2024-06,-379.55
A000156,2024-07,1770.39
A000156,2024-08,1633.04
A000156,2024-09,415.57
A000156,2024-10,1975.01
A000156,2024-11,1511.67
A000156,2024-12,1444.84
A000156,2025-01,706.35
A000156,2025-02,752.24
A000156,2025-03,804.95
A000156,2025-04,561.81
A000156,2025-05,410.43
A000156,2025-06,43.01
A000156,2025-07,-39.56
A000156,2025-08,2568.24
A000156,2025-10,6634.55
A000157,2024-06,-51.48
A000157,2024-07,-130.0
A000157,2024-08,-11.92
A000157,2024-10,-276.36
A000157,2024-11,-656.11
A000157,2025-01,-606.67
A000157,2025-03,-660.32
A000157,2025-04,-706.34
A000157,2025-05,-788.23
A000157,2025-08,-820.17
A000158,2024-03,-106.18
A000158,2024-07,-95.64
A000158,2024-08,1564.77
A000158,2025-04,3061.04
A000158,2025-07,2968.66
A000159,2024-03,-150.57
A000159,2024-04,-182.17
A000159,2024-05,1168.64
A000159,2024-06,707.28
A000159,2024-07,634.76
A000159,2024-09,121.64
A000159,2024-10,63.69
A000159,2024-11,2824.78
A000159,2024-12,2681.55
A000159,2025-01,5483.96
A000159,2025-02,5367.21
A000159,2025-03,5233.27
A000159,2025-04,5109.61
A000159,2025-05,4959.54
A000159,2025-06,4913.1
A000159,2025-07,4164.04
A000159,2025-08,4098.82
A000159,2025-09,3849.51
A000160,2023-02,64.69
A000160,2023-03,-97.77
A000160,2023-04,-99.5
A000160,2023-05,-212.51
A000160,2023-08,-295.86
A000160,2023-10,-263.7
A000160,2023-12,1814.61
A000160,2024-01,1769.23
A000160,2024-02,1695.14
A000160,2024-03,1380.2
A000160,2024-09,1070.55
A000160,2024-12,1053.69
A000160,2025-01,924.08
A000160,2025-04,881.72
A000160,2025-08,843.11
A000161,2024-04,-64.96
A000161,2025-04,2098.38
A000161,2025-05,2090.57
A000162,2022-07,-51.7
A000162,2022-08,1744.81
A000162,2022-09,1575.73
A000162,2022-10,4629.31
A000162,2022-11,4439.76
A000162,2022-12,4186.15
A000162,2023-01,6438.35
A000162,2023-02,6384.81
A000162,2023-04,7904.86
A000162,2023-05,10129.02
A000162,2023-06,10081.79
A000162,2023-07,9761.94
A000162,2023-08,9263.99
A000162,2023-09,9032.4
A000162,2023-10,8728.91
A000162,2023-11,8424.61
A000162,2024-01,7943.42
A000162,2024-02,7906.02
A000162,2024-03,7708.05
A000162,2024-04,7696.0
A000162,2024-05,7589.75
A000162,2024-06,7366.07
A000162,2024-07,9771.04
A000162,2024-08,9319.81
A000162,2024-09,9303.01
A000162,2024-10,9010.89
A000162,2024-11,8950.67
A000162,2024-12,8403.73
A000162,2025-01,8344.99
A000162,2025-02,8225.94
A000162,2025-03,8023.02
A000162,2025-04,7930.69
A000162,2025-05,7501.33
A000162,2025-06,10359.55
A000162,2025-07,9829.46
A000162,2025-08,11174.29
A000162,2025-09,13454.02
A000163,2024-11,-559.48
A000163,2024-12,-385.4
A000163,2025-01,-435.1
A000163,2025-02,938.43
A000163,2025-03,702.55
A000163,2025-04,431.5
A000163,2025-05,89.03
A000163,2025-06,1637.88
A000163,2025-07,1457.21
A000163,2025-08,1186.48
A000163,2025-09,821.56
A000163,2025-10,1886.57
A000164,2024-12,-36.38
A000164,2025-02,-137.74
A000164,2025-04,2189.02
A000164,2025-07,2109.85
A000164,2025-09,2839.52
A000164,2025-10,5498.09
A000165,2024-06,-327.07
A000165,2024-09,-194.78
A000165,2024-11,-240.94
A000165,2025-02,-233.3
A000165,2025-05,-291.42
A000165,2025-07,-362.22
A000165,2025-08,-434.49
A000165,2025-09,-785.73
A000165,2025-10,-845.22
A000166,2024-06,-188.22
A000166,2024-07,-334.78
A000166,2024-08,-569.11
A000166,2024-09,1967.3
A000166,2024-10,1848.01
A000166,2024-11,1835.26
A000166,2024-12,1681.05
A000166,2025-01,1271.43
A000166,2025-02,1311.31
A000166,2025-03,1312.43
A000166,2025-04,1333.78
A000166,2025-05,740.47
A000166,2025-06,641.32
A000166,2025-07,489.46
A000166,2025-09,387.2
A000166,2025-10,251.54
A000167,2024-05,-589.67
A000167,2024-06,1794.78
A000167,2024-07,1735.96
A000167,2024-08,3776.9
A000167,2024-09,5915.2
A000167,2024-10,6805.45
A000167,2024-11,6692.15
A000167,2024-12,6519.91
A000167,2025-01,8794.59
A000167,2025-02,8516.33
A000167,2025-03,9216.15
A000167,2025-04,8585.96
A000167,2025-05,8250.39
A000167,2025-06,8004.92
A000167,2025-07,9177.36
A000167,2025-08,9103.18
A000167,2025-09,8907.57
A000167,2025-10,8783.01
A000168,2024-05,-89.42
A000168,2024-10,-148.48
A000168,2025-08,-159.23
A000169,2024-05,-36.33
A000169,2024-06,-444.34
A000169,2024-07,-530.94
A000169,2024-08,-688.88
A000169,2024-09,-841.1
A000169,2024-10,-1228.32
A000169,2024-11,-1415.34
A000169,2024-12,-1480.91
A000169,2025-01,-1531.12
A000169,2025-02,-1586.93
A000169,2025-03,-1619.42
A000169,2025-04,-1705.77
A000169,2025-05,-2176.43
A000169,2025-07,-1117.01
A000169,2025-08,470.06
A000169,2025-09,2483.69
A000170,2024-01,-5.0
A000170,2024-02,-532.81
A000170,2024-03,1312.45
A000170,2024-04,1056.41
A000170,2024-05,860.25
A000170,2024-06,822.32
A000170,2024-08,657.05
A000170,2024-09,487.35
A000170,2024-10,253.46
A000170,2024-11,179.89
A000170,2024-12,82.81
A000170,2025-02,-518.27
A000170,2025-03,-640.86
A000170,2025-04,-776.18
A000170,2025-05,-777.82
A000170,2025-06,-776.34
A000170,2025-07,-1164.35
A000170,2025-09,-1253.24
A000170,2025-10,-1252.01
A000171,2024-01,266.1
A000171,2024-03,80.65
A000171,2024-04,4.38
A000171,2024-05,-53.21
A000171,2024-06,-103.2
A000171,2024-08,-180.48
A000171,2024-11,-228.6
A000171,2024-12,-445.0
A000171,2025-03,-529.46
A000171,2025-05,-709.94
A000171,2025-06,1271.0
A000171,2025-07,1255.43
A000171,2025-08,1249.61
A000171,2025-09,1157.56
A000171,2025-10,1084.85
A000172,2024-03,-227.4
A000172,2024-07,-233.54
A000172,2024-08,-205.49
A000172,2025-04,-138.49
A000172,2025-07,-344.8
A000172,2025-08,-342.69
A000173,2024-12,-62.52
A000173,2025-02,-121.46
A000173,2025-09,-182.56
A000174,2023-07,-370.28
A000174,2023-08,-753.3
A000174,2023-09,-872.04
A000174,2023-10,1075.13
A000174,2023-11,3229.81
A000174,2023-12,4650.12
A000174,2024-01,4259.38
A000174,2024-02,4072.84
A000174,2024-03,3772.83
A000174,2024-04,5807.29
A000174,2024-05,5644.83
A000174,2024-06,5461.89
A000174,2024-07,5309.88
A000174,2024-08,4984.92
A000174,2024-09,4609.27
A000174,2024-10,4260.39
A000174,2024-11,4163.55
A000174,2024-12,8251.69
A000174,2025-01,8217.96
A000174,2025-02,7999.28
A000174,2025-03,7748.81
A000174,2025-04,7609.01
A000174,2025-05,6876.85
A000174,2025-06,6306.58
A000174,2025-07,6285.06
A000174,2025-08,6172.0
A000174,2025-09,5748.27
A000174,2025-10,7513.86
A000175,2024-10,-237.73
A000175,2024-11,831.35
A000175,2024-12,1442.09
A000175,2025-01,3780.32
A000175,2025-02,2538.74
A000175,2025-03,3592.11
A000175,2025-04,3085.11
A000175,2025-05,2551.79
A000175,2025-06,3103.02
A000175,2025-07,4570.86
A000175,2025-08,6207.99
A000175,2025-09,8759.63
A000175,2025-10,10257.4
A000176,2024-10,-30.72
A000176,2024-11,-197.69
A000176,2024-12,-251.02
A000176,2025-01,-337.82
A000176,2025-02,2208.23
A000176,2025-03,3400.04
A000176,2025-06,6732.76
A000176,2025-07,6550.33
A000176,2025-08,6347.49
A000176,2025-10,6107.0
A000177,2022-10,-325.64
A000177,2024-01,-609.52
A000177,2024-09,-734.31
A000177,2024-11,-1257.09
A000177,2025-01,-1274.78
A000177,2025-09,-1282.61
A000178,2023-05,-417.06
A000178,2023-06,-526.4
A000178,2023-07,-722.39
A000178,2023-08,-846.78
A000178,2023-09,-1003.01
A000178,2023-10,-1221.11
A000178,2023-11,1113.23
A000178,2023-12,714.71
A000178,2024-01,503.91
A000178,2024-02,434.52
A000178,2024-03,139.27
A000178,2024-04,2268.49
A000178,2024-05,4532.27
A000178,2024-06,4569.46
A000178,2024-07,4516.11
A000178,2024-08,4249.86
A000178,2024-09,4161.55
A000178,2024-10,4012.11
A000178,2024-11,3930.46
A000178,2024-12,3762.53
A000178,2025-01,3650.08
A000178,2025-02,3641.58
A000178,2025-03,5858.88
A000178,2025-04,5807.5
A000178,2025-06,7579.42
A000178,2025-08,7462.56
A000178,2025-09,7391.76
A000179,2022-08,-93.64
A000179,2022-10,-1030.89
A000179,2022-11,-1269.45
A000179,2023-03,894.03
A000179,2023-04,847.12
A000179,2023-05,3082.16
A000179,2023-08,3036.08
A000179,2023-10,2992.96
A000179,2023-11,2877.24
A000179,2024-04,2856.15
A000179,2024-05,2851.31
A000179,2024-08,2818.08
A000179,2024-09,2743.08
A000179,2024-10,2654.03
A000179,2024-11,2588.51
A000179,2024-12,2198.94
A000179,2025-01,2141.45
A000179,2025-02,2021.8
A000179,2025-03,1583.72
A000179,2025-04,2648.73
A000179,2025-05,4138.87
A000179,2025-06,3560.0
A000179,2025-07,3514.61
A000179,2025-08,3403.99
A000179,2025-09,2676.22
A000180,2022-09,-41.4
A000180,2023-04,-76.69
A000180,2023-05,-101.69
A000180,2023-06,-151.28
A000180,2023-08,-344.38
A000180,2023-09,3917.66
A000180,2023-10,3843.01
A000180,2024-07,3773.26
A000180,2024-09,3745.99
A000180,2024-11,3694.49
A000180,2024-12,3638.36
A000180,2025-02,3580.97
A000180,2025-03,3529.09
A000180,2025-06,5261.87
A000180,2025-07,5204.98
A000180,2025-08,5131.82
A000181,2024-07,-55.49
A000181,2025-04,-73.69
A000181,2025-10,1421.64
A000182,2023-08,-43.8
A000182,2024-01,-132.34
A000182,2024-08,67.54
A000182,2024-09,147.26
A000182,2024-11,108.37
A000182,2024-12,70.9
A000182,2025-07,9.69
A000183,2024-12,-87.18
A000183,2025-04,-725.72
A000183,2025-06,-981.5
A000183,2025-07,-1163.46
A000183,2025-08,-1128.88
A000183,2025-09,-1147.18
A000184,2024-11,-130.06
A000184,2024-12,-1810.44
A000184,2025-01,-2015.86
A000184,2025-02,-553.85
A000184,2025-03,-807.95
A000184,2025-04,-921.65
A000184,2025-05,1257.81
A000184,2025-06,441.49
A000184,2025-07,67.85
A000184,2025-08,-442.87
A000184,2025-09,-1659.23
A000184,2025-10,-1721.58
A000185,2023-07,-44.59
A000185,2023-09,-49.59
A000185,2023-10,-128.19
A000185,2024-07,-138.19
A000185,2024-08,1880.4
A000185,2024-10,1884.5
A000185,2024-12,1879.58
A000185,2025-10,1382.47
A000186,2023-06,-21.28
A000186,2023-07,-447.55
A000186,2023-08,-542.2
A000186,2023-09,-570.09
A000186,2023-10,-585.22
A000186,2023-11,-648.73
A000186,2024-01,-1069.96
A000186,2024-02,-1448.11
A000186,2024-03,184.64
A000186,2024-04,140.36
A000186,2024-05,-0.71
A000186,2024-06,2665.05
A000186,2024-07,2156.78
A000186,2024-08,4183.54
A000186,2024-09,4095.51
A000186,2024-11,4080.56
A000186,2024-12,3635.99
A000186,2025-01,3599.07
A000186,2025-03,3599.05
A000186,2025-04,3583.4
A000186,2025-05,2786.49
A000186,2025-06,2764.48
A000186,2025-08,2714.73
A000186,2025-09,2050.2
A000186,2025-10,1901.69
A000187,2025-05,-52.29
A000187,2025-06,-92.6
A000188,2025-04,-184.8
A000188,2025-05,-423.91
A000188,2025-06,573.28
A000188,2025-07,386.38
A000188,2025-08,-614.01
A000188,2025-09,281.65
A000188,2025-10,254.12
A000189,2025-01,-49.79
A000189,2025-02,-216.13
A000189,2025-03,-766.9
A000189,2025-04,-961.77
A000189,2025-05,-957.95
A000189,2025-06,-1077.46
A000189,2025-07,-1215.01
A000189,2025-08,-1641.62
A000189,2025-09,-1669.85
A000190,2023-08,-257.54
A000190,2023-11,-385.04
A000190,2023-12,-455.46
A000190,2024-01,-503.31
A000190,2024-02,-1314.82
A000190,2024-03,-1320.01
A000190,2024-04,-1635.23
A000190,2024-06,-1672.6
A000190,2024-07,-1708.8
A000190,2024-09,-1686.49
A000190,2024-10,-1840.11
A000190,2024-11,268.97
A000190,2024-12,207.14
A000190,2025-01,153.62
A000190,2025-03,136.24
A000190,2025-04,121.0
A000190,2025-05,78.04
A000190,2025-08,110.56
A000190,2025-09,1322.36
A000190,2025-10,1219.97
A000191,2023-12,2348.77
A000191,2024-06,2295.05
A000191,2024-07,2254.94
A000191,2025-06,2223.54
A000191,2025-08,2274.63
A000192,2023-11,-20.87
A000192,2023-12,-204.75
A000192,2024-01,2724.18
A000192,2024-02,1957.28
A000192,2024-03,1615.78
A000192,2024-04,2890.62
A000192,2024-05,2612.71
A000192,2024-06,2470.63
A000192,2024-07,2313.64
A000192,2024-08,5925.49
A000192,2024-09,8068.05
A000192,2024-10,7899.77
A000192,2024-12,10018.45
A000192,2025-01,9838.03
A000192,2025-03,9405.47
A000192,2025-04,9370.71
A000192,2025-05,9159.0
A000192,2025-06,8609.72
A000192,2025-07,8318.88
A000192,2025-08,10578.05
A000192,2025-09,10011.89
A000193,2023-08,2180.44
A000193,2023-09,2136.45
A000193,2023-10,2104.53
A000193,2023-11,1867.44
A000193,2024-01,1796.71
A000193,2024-02,1599.05
A000193,2024-03,1438.2
A000193,2024-05,876.23
A000193,2024-06,550.77
A000193,2024-07,341.47
A000193,2024-09,147.55
A000193,2024-11,-158.03
A000193,2024-12,-752.99
A000193,2025-03,-827.15
A000193,2025-04,-822.25
A000193,2025-05,-1341.38
A000193,2025-06,-1370.95
A000193,2025-07,790.21
A000193,2025-08,356.47
A000193,2025-10,281.06
A000194,2025-01,-59.75
A000194,2025-02,-127.25
A000194,2025-03,-159.47
A000195,2023-10,-118.73
A000195,2023-11,-218.17
A000195,2023-12,-282.56
A000195,2024-01,2163.22
A000195,2024-02,2085.63
A000195,2024-03,2031.41
A000195,2024-04,1866.25
A000195,2024-06,1648.19
A000195,2024-07,950.81
A000195,2024-09,852.69
A000195,2024-10,674.78
A000195,2024-11,122.75
A000195,2024-12,-282.82
A000195,2025-01,-394.1
A000195,2025-03,-420.29
A000195,2025-04,-401.27
A000195,2025-05,-750.87
A000195,2025-06,-829.2
A000195,2025-07,3439.55
A000195,2025-08,2587.56
A000195,2025-09,5068.9
A000196,2024-03,1665.63
A000196,2024-04,1219.47
A000196,2024-05,3220.33
A000196,2024-06,4431.64
A000196,2024-07,3716.41
A000196,2024-08,3509.92
A000196,2024-09,3252.56
A000196,2024-10,2272.69
A000196,2024-11,1932.49
A000196,2024-12,6911.23
A000196,2025-01,5968.26
A000196,2025-02,5901.81
A000196,2025-03,5185.36
A000196,2025-04,7191.28
A000196,2025-05,6797.91
A000196,2025-06,5905.96
A000196,2025-07,7977.25
A000196,2025-08,7194.49
A000196,2025-09,6934.71
A000196,2025-10,6881.69
A000197,2024-11,2030.01
A000197,2024-12,1271.9
A000197,2025-01,7255.48
A000197,2025-02,9191.84
A000197,2025-03,11232.39
A000197,2025-04,10713.08
A000197,2025-05,10192.4
A000197,2025-06,11884.95
A000197,2025-07,14999.5
A000197,2025-08,14522.77
A000197,2025-09,14123.71
A000198,2024-12,20.11
A000198,2025-01,2418.43
A000198,2025-02,2283.04
A000198,2025-05,2221.24
A000198,2025-06,2155.08
A000198,2025-08,2091.66
A000198,2025-09,2034.42
A000199,2024-11,-85.83
A000199,2024-12,-135.66
A000199,2025-01,-1104.6
A000199,2025-02,-1428.72
A000199,2025-03,-1507.15
A000199,2025-04,-1602.86
A000199,2025-05,-1612.86
A000199,2025-06,-1866.99
A000199,2025-07,-2203.12
A000199,2025-08,-2759.54
A000199,2025-09,-2800.76
A000199,2025-10,-2771.78
A000200,2022-07,-1201.56
A000200,2022-08,2882.65
A000200,2022-09,2884.9
A000200,2022-10,2638.45
A000200,2022-11,2383.69
A000200,2022-12,2490.03
A000200,2023-01,2314.23
A000200,2023-03,2262.33
A000200,2023-04,2168.5
A000200,2023-05,3723.08
A000200,2023-06,5945.3
A000200,2023-07,5898.64
A000200,2023-08,5768.35
A000200,2023-10,5668.46
A000200,2023-11,5614.91
A000200,2023-12,5198.8
A000200,2024-01,6876.81
A000200,2024-02,5792.05
A000200,2024-03,5557.11
A000200,2024-04,5532.79
A000200,2024-05,5491.08
A000200,2024-06,5414.61
A000200,2024-08,5391.84
A000200,2024-09,7589.21
A000200,2024-10,7478.78
A000200,2024-11,7287.84
A000200,2024-12,9235.94
A000200,2025-01,9377.92
A000200,2025-02,9171.96
A000200,2025-03,9149.37
A000200,2025-04,9102.8
A000200,2025-07,8714.38
A000200,2025-08,8244.48
A000200,2025-09,7453.45
A000200,2025-10,7442.97
A000201,2023-10,-198.1
A000201,2023-11,-312.08
A000201,2023-12,-559.13
A000201,2024-01,-721.42
A000201,2024-02,813.43
A000201,2024-03,747.45
A000201,2024-05,686.02
A000201,2024-06,586.93
A000201,2024-07,1811.2
A000201,2024-08,1565.27
A000201,2024-09,1566.17
A000201,2024-10,1434.63
A000201,2024-11,1409.82
A000201,2024-12,1378.84
A000201,2025-01,1193.29
A000201,2025-02,980.41
A000201,2025-03,823.3
A000201,2025-05,841.41
A000201,2025-06,818.66
A000201,2025-07,636.16
A000201,2025-08,638.78
A000201,2025-09,386.89
A000202,2023-09,-178.53
A000202,2023-10,2007.35
A000202,2023-11,1854.29
A000202,2023-12,1618.13
A000202,2024-01,1371.19
A000202,2024-02,1322.39
A000202,2024-03,890.28
A000202,2024-04,550.61
A000202,2024-05,2069.15
A000202,2024-07,1836.67
A000202,2024-08,2189.36
A000202,2024-09,1747.02
A000202,2024-10,1206.6
A000202,2024-11,749.11
A000202,2024-12,344.2
A000202,2025-01,-308.18
A000202,2025-02,1785.63
A000202,2025-03,1289.28
A000202,2025-04,1327.35
A000202,2025-05,1139.32
A000202,2025-06,532.75
A000202,2025-07,438.79
A000202,2025-08,2150.79
A000202,2025-09,1887.88
A000203,2024-08,-28.52
A000203,2024-09,-468.13
A000203,2024-10,-686.99
A000203,2024-11,861.1
A000203,2024-12,387.28
A000203,2025-01,54.23
A000203,2025-02,1860.62
A000203,2025-03,4593.69
A000203,2025-04,4373.77
A000203,2025-05,6792.61
A000203,2025-06,6716.44
A000203,2025-07,6359.26
A000203,2025-08,6342.69
A000203,2025-09,7117.33
A000203,2025-10,7527.09
A000204,2024-09,-56.84
A000204,2025-01,-33.07
A000204,2025-06,-68.37
A000205,2023-12,692.92
A000205,2024-01,416.53
A000205,2024-02,236.52
A000205,2024-03,199.21
A000205,2024-04,3627.38
A000205,2024-05,3483.35
A000205,2024-06,2772.4
A000205,2024-07,2757.4
A000205,2024-08,4060.79
A000205,2024-09,5368.85
A000205,2024-10,6662.86
A000205,2024-11,6305.99
A000205,2024-12,5604.84
A000205,2025-01,5354.67
A000205,2025-02,5298.79
A000205,2025-03,5254.0
A000205,2025-04,4980.2
A000205,2025-05,6151.59
A000205,2025-06,5910.11
A000205,2025-07,6301.12
A000205,2025-08,6470.33
A000205,2025-09,8139.62
A000205,2025-10,8014.51
A000206,2023-12,-636.16
A000206,2024-11,-1080.08
A000206,2025-05,-1112.39
A000206,2025-08,-1431.28
A000206,2025-09,1903.4
A000206,2025-10,1716.32
A000207,2023-10,-81.04
A000207,2023-11,-229.07
A000207,2023-12,-227.63
A000207,2024-02,-595.29
A000207,2024-03,-642.56
A000207,2024-04,-716.45
A000207,2024-05,-896.05
A000207,2024-06,-971.86
A000207,2024-07,-1822.56
A000207,2024-08,-1821.22
A000207,2024-09,2874.44
A000207,2024-11,2510.03
A000207,2024-12,4935.56
A000207,2025-01,4898.34
A000207,2025-02,4851.04
A000207,2025-03,4836.65
A000207,2025-04,4766.44
A000207,2025-05,4451.01
A000207,2025-06,4381.49
A000207,2025-07,4286.62
A000207,2025-08,5434.61
A000207,2025-09,5335.45
A000208,2024-04,-86.1
A000208,2024-06,-193.03
A000208,2024-10,-295.13
A000208,2024-12,-736.43
A000208,2025-01,-801.67
A000208,2025-06,-974.44
A000208,2025-07,-1070.37
A000209,2022-12,-144.12
A000209,2023-01,-349.5
A000209,2023-03,-435.24
A000209,2023-04,-546.49
A000209,2023-05,-412.24
A000209,2023-06,1754.79
A000209,2023-07,1645.82
A000209,2023-08,1594.73
A000209,2023-09,3153.49
A000209,2023-10,2777.93
A000209,2023-11,2571.79
A000209,2023-12,2486.98
A000209,2024-01,2259.28
A000209,2024-03,2155.99
A000209,2024-04,2126.87
A000209,2024-05,2078.47
A000209,2024-06,2956.16
A000209,2024-07,2769.26
A000209,2024-08,4981.88
A000209,2024-09,7346.54
A000209,2024-10,7032.4
A000209,2024-11,9253.77
A000209,2024-12,11420.34
A000209,2025-01,11167.28
A000209,2025-03,13108.1
A000209,2025-05,12960.62
A000209,2025-06,12536.63
A000209,2025-07,12435.73
A000209,2025-08,12275.31
A000209,2025-09,12149.13
A000209,2025-10,12083.84
A000210,2022-11,-373.69
A000210,2023-05,-450.43
A000210,2023-06,1360.34
A000210,2023-08,1315.07
A000210,2024-01,2769.29
A000210,2024-10,2713.89
A000210,2024-12,5132.15
A000210,2025-05,5104.92
A000210,2025-07,5055.96
A000211,2023-11,-33.84
A000211,2023-12,-255.17
A000211,2024-01,3550.1
A000211,2024-02,5119.24
A000211,2024-03,5019.88
A000211,2024-04,5002.05
A000211,2024-05,5102.67
A000211,2024-06,5213.83
A000211,2024-07,6455.18
A000211,2024-08,6398.25
