transaction_id,account_id,txn_date,category,channel,amount
T0012229,A000253,2024-06-21,ATM,Mobile,-105.66
T0012230,A000253,2023-04-14,Fee,POS,-15.0
T0012231,A000253,2025-02-06,POS,POS,-74.17
T0012232,A000253,2025-06-11,POS,Mobile,-83.87
T0012233,A000253,2024-02-22,Online,Web,-30.89
T0012234,A000253,2025-02-15,Fee,Mobile,-5.0
T0012235,A000253,2025-10-06,ATM,POS,-125.34
T0012236,A000253,2023-01-07,POS,Web,-40.78
T0012237,A000253,2023-03-24,POS,Mobile,-95.04
T0012238,A000253,2025-05-03,POS,POS,-3.06
T0012239,A000253,2023-01-13,Interest,Mobile,2.34
T0012240,A000253,2025-06-13,Transfer,Mobile,-250.98
T0012241,A000253,2023-02-27,POS,Web,-9.28
T0012242,A000253,2023-11-15,POS,Mobile,-15.45
T0012243,A000253,2024-07-15,Online,Mobile,-149.07
T0012244,A000253,2024-04-26,Online,Mobile,-22.43
T0012245,A000254,2024-10-27,Salary,POS,2362.11
T0012246,A000254,2025-06-17,POS,POS,-56.63
T0012247,A000254,2025-06-13,POS,Web,-61.09
T0012248,A000254,2025-06-21,Bill,Mobile,40.07
T0012249,A000254,2025-02-01,Online,Branch,-39.25
T0012250,A000254,2024-09-19,POS,Mobile,-28.39
T0012251,A000254,2024-12-10,Salary,Web,2105.24
T0012252,A000254,2025-03-10,Fee,Mobile,-25.0
T0012253,A000255,2025-08-23,POS,Mobile,-62.29
T0012254,A000255,2025-02-01,Transfer,Web,-217.69
T0012255,A000255,2024-09-15,Bill,Mobile,-54.42
T0012256,A000255,2024-02-28,POS,POS,-49.16
T0012257,A000255,2025-03-05,Transfer,Mobile,-422.42
T0012258,A000255,2024-10-08,Refund,Mobile,22.56
T0012259,A000255,2024-03-23,Transfer,Mobile,3.84
T0012260,A000255,2024-03-28,Fee,Mobile,-25.0
T0012261,A000255,2024-03-18,Transfer,POS,-199.56
T0012262,A000255,2024-05-22,Online,Mobile,-17.2
T0012263,A000255,2025-08-29,Transfer,POS,-243.3
T0012264,A000255,2025-06-28,POS,Branch,-50.0
T0012265,A000255,2024-10-20,POS,Mobile,-46.92
T0012266,A000255,2024-12-12,POS,Web,-43.38
T0012267,A000255,2024-05-22,POS,POS,-25.69
T0012268,A000255,2025-04-16,Bill,Mobile,-94.99
T0012269,A000255,2024-01-29,Bill,POS,-33.18
T0012270,A000255,2024-09-10,Online,Web,-38.83
T0012271,A000255,2025-01-07,Online,Web,-84.28
T0012272,A000255,2025-06-15,Salary,Mobile,2253.35
T0012273,A000255,2024-08-05,Online,Mobile,-38.3
T0012274,A000255,2024-08-10,Fee,Branch,-15.0
T0012275,A000255,2024-04-15,POS,POS,-45.48
T0012276,A000255,2025-03-28,ATM,Mobile,-71.37
T0012277,A000255,2025-05-22,Fee,Mobile,-15.0
T0012278,A000255,2024-12-25,Online,Web,-43.24
T0012279,A000255,2024-11-23,Bill,Web,-9.27
T0012280,A000255,2024-01-23,POS,Mobile,-41.58
T0012281,A000255,2025-01-06,Bill,Mobile,33.25
T0012282,A000255,2024-09-06,ATM,Web,-78.06
T0012283,A000255,2024-12-14,Salary,POS,3687.33
T0012284,A000255,2024-09-27,Online,Mobile,-42.2
T0012285,A000255,2024-11-07,ATM,Mobile,-33.64
T0012286,A000255,2025-04-10,Fee,Mobile,-15.0
T0012287,A000255,2025-10-08,Bill,Mobile,-46.85
T0012288,A000255,2024-01-24,Transfer,Mobile,-507.13
T0012289,A000255,2024-06-01,Transfer,Web,-288.18
T0012290,A000255,2025-02-07,Online,Mobile,-64.77
T0012291,A000255,2024-12-11,POS,POS,-100.33
T0012292,A000255,2025-04-25,POS,Mobile,-74.72
T0012293,A000255,2024-04-30,Online,POS,-28.32
T0012294,A000255,2024-06-30,Bill,POS,-73.7
T0012295,A000255,2024-05-18,Online,Mobile,-42.88
T0012296,A000255,2025-06-21,Fee,POS,-15.0
T0012297,A000255,2025-03-30,ATM,ATM,-53.44
T0012298,A000255,2024-08-27,Online,Mobile,-0.6
T0012299,A000256,2024-10-26,POS,Web,-80.52
T0012300,A000256,2025-10-07,POS,Mobile,-28.81
T0012301,A000256,2025-07-15,POS,Mobile,-26.61
T0012302,A000256,2025-08-11,POS,Mobile,-78.26
T0012303,A000256,2022-08-28,Online,Branch,-93.42
T0012304,A000256,2022-09-05,POS,Mobile,-75.91
T0012305,A000256,2022-12-15,POS,Web,-12.03
T0012306,A000256,2024-01-16,Transfer,Web,-554.78
T0012307,A000256,2024-11-16,Salary,Mobile,2520.77
T0012308,A000256,2024-03-19,POS,Mobile,-62.2
T0012309,A000256,2022-08-30,Interest,Web,4.33
T0012310,A000256,2023-01-21,Bill,POS,-40.28
T0012311,A000256,2024-04-08,POS,Mobile,-47.65
T0012312,A000256,2022-12-24,POS,Mobile,-55.55
T0012313,A000256,2022-08-14,Transfer,Mobile,-94.09
T0012314,A000256,2023-06-17,POS,Web,-33.11
T0012315,A000256,2025-10-01,Online,POS,12.94
T0012316,A000256,2024-03-27,Online,Mobile,-13.0
T0012317,A000256,2024-02-18,Fee,Mobile,-5.0
T0012318,A000256,2025-06-27,Bill,Mobile,-101.84
T0012319,A000256,2023-07-07,Bill,Branch,-120.51
T0012320,A000256,2022-06-25,POS,POS,-26.09
T0012321,A000256,2022-12-24,POS,Web,-10.26
T0012322,A000256,2024-04-06,Fee,POS,-25.0
T0012323,A000256,2023-07-26,Salary,POS,1587.71
T0012324,A000256,2023-09-07,Transfer,POS,-470.27
T0012325,A000256,2022-12-25,Online,Web,-111.55
T0012326,A000256,2023-12-16,POS,Mobile,-7.16
T0012327,A000256,2024-01-07,POS,POS,-88.2
T0012328,A000256,2024-09-22,Bill,Branch,-0.54
T0012329,A000256,2024-01-27,Bill,Web,-104.57
T0012330,A000256,2025-06-05,ATM,POS,-87.68
T0012331,A000256,2024-02-26,Online,Branch,-41.69
T0012332,A000256,2025-07-03,POS,POS,-71.11
T0012333,A000256,2022-08-19,POS,POS,-71.63
T0012334,A000256,2023-07-17,Online,Mobile,-66.98
T0012335,A000256,2024-05-06,POS,Web,-28.82
T0012336,A000256,2022-11-08,POS,Web,-87.07
T0012337,A000256,2025-06-11,Salary,Mobile,1927.55
T0012338,A000256,2024-09-01,Transfer,ATM,-252.99
T0012339,A000256,2022-06-03,ATM,ATM,-1.84
T0012340,A000256,2025-07-11,Online,POS,-45.54
T0012341,A000256,2023-12-20,Online,POS,-47.08
T0012342,A000256,2022-08-25,POS,Mobile,-81.33
T0012343,A000256,2024-11-17,Online,Mobile,-29.17
T0012344,A000256,2025-02-23,Transfer,Web,-396.64
T0012345,A000256,2023-09-27,Online,ATM,-12.25
T0012346,A000256,2022-08-12,Transfer,Web,-482.98
T0012347,A000256,2023-09-03,Online,POS,-8.12
T0012348,A000256,2022-07-05,Online,POS,-48.27
T0012349,A000256,2024-11-03,POS,Branch,-25.13
T0012350,A000256,2025-08-15,POS,POS,-83.7
T0012351,A000256,2024-06-04,POS,Mobile,-12.69
T0012352,A000256,2025-04-28,POS,Web,-19.5
T0012353,A000256,2024-02-15,POS,POS,-72.27
T0012354,A000256,2024-03-22,POS,POS,-0.87
T0012355,A000256,2023-04-29,ATM,ATM,-6.9
T0012356,A000256,2025-03-18,Bill,Mobile,-15.0
T0012357,A000256,2022-07-13,Bill,Mobile,-82.15
T0012358,A000256,2022-08-06,POS,Mobile,-38.33
T0012359,A000256,2022-11-10,Bill,Web,-136.95
T0012360,A000256,2024-08-21,POS,Mobile,-49.75
T0012361,A000256,2022-08-07,Online,Web,-55.72
T0012362,A000256,2024-04-26,POS,Mobile,-49.72
T0012363,A000256,2023-04-26,Bill,Mobile,-6.42
T0012364,A000256,2024-07-03,Online,Mobile,-15.25
T0012365,A000256,2023-09-25,POS,ATM,-4.09
T0012366,A000256,2025-06-08,Transfer,POS,32.71
T0012367,A000256,2022-07-12,POS,Mobile,-45.55
T0012368,A000256,2025-03-03,Transfer,Web,-229.46
T0012369,A000256,2022-08-19,Salary,Mobile,3107.47
T0012370,A000256,2023-11-09,POS,Mobile,-21.26
T0012371,A000256,2025-06-08,Online,Mobile,-40.12
T0012372,A000256,2024-10-12,Online,Mobile,-42.33
T0012373,A000257,2022-07-14,POS,POS,-24.11
T0012374,A000257,2025-07-03,POS,POS,-18.52
T0012375,A000257,2022-11-13,Bill,Mobile,4.23
T0012376,A000257,2025-05-22,ATM,Web,10.92
T0012377,A000257,2023-08-28,ATM,POS,-72.56
T0012378,A000257,2022-09-11,ATM,Mobile,-73.91
T0012379,A000257,2023-07-29,Fee,POS,-15.0
T0012380,A000257,2023-05-10,Online,Mobile,-44.49
T0012381,A000257,2023-02-26,ATM,Mobile,-42.65
T0012382,A000257,2022-09-09,POS,ATM,-54.86
T0012383,A000258,2024-03-01,POS,POS,-5.34
T0012384,A000258,2025-06-12,Online,Branch,-41.11
T0012385,A000258,2022-10-08,Salary,Mobile,2956.89
T0012386,A000258,2025-02-25,POS,Web,-67.23
T0012387,A000258,2024-12-27,Fee,Web,-15.0
T0012388,A000258,2023-04-21,POS,Mobile,-22.42
T0012389,A000258,2023-12-27,Online,POS,-60.81
T0012390,A000258,2024-04-10,Transfer,Mobile,-69.7
T0012391,A000258,2024-10-15,Salary,Web,1343.79
T0012392,A000258,2023-12-10,ATM,Mobile,-59.96
T0012393,A000258,2024-12-24,ATM,Mobile,-88.15
T0012394,A000258,2025-07-16,Bill,Mobile,8.22
T0012395,A000258,2025-03-22,Transfer,Web,-152.25
T0012396,A000258,2025-04-23,POS,POS,-14.41
T0012397,A000258,2022-06-20,POS,POS,-53.98
T0012398,A000258,2022-10-28,Fee,Mobile,-5.0
T0012399,A000258,2024-07-15,ATM,POS,-60.88
T0012400,A000258,2024-02-21,Refund,POS,9.8
T0012401,A000258,2024-07-16,Online,Mobile,-26.33
T0012402,A000258,2023-05-04,POS,Web,-13.92
T0012403,A000258,2023-12-12,Fee,Mobile,-15.0
T0012404,A000258,2023-09-29,Transfer,Mobile,-52.31
T0012405,A000258,2025-07-28,Refund,POS,17.06
T0012406,A000258,2023-07-09,Bill,Mobile,-81.05
T0012407,A000258,2025-02-10,Refund,POS,15.27
T0012408,A000258,2025-03-20,POS,POS,-85.3
T0012409,A000258,2025-01-29,Transfer,ATM,-428.75
T0012410,A000258,2023-03-31,POS,POS,-57.19
T0012411,A000258,2025-05-10,POS,Mobile,-32.1
T0012412,A000258,2022-07-20,Bill,Mobile,-22.15
T0012413,A000258,2024-09-22,Bill,Mobile,-139.2
T0012414,A000258,2024-11-26,Bill,Mobile,-39.55
T0012415,A000258,2025-09-13,POS,POS,0.36
T0012416,A000258,2025-08-29,ATM,Mobile,8.84
T0012417,A000258,2024-04-05,Online,Mobile,-47.05
T0012418,A000258,2022-10-09,POS,POS,-36.4
T0012419,A000258,2025-04-06,Bill,Mobile,10.11
T0012420,A000258,2025-05-28,Salary,ATM,1556.85
T0012421,A000258,2025-08-27,POS,Mobile,-40.12
T0012422,A000258,2022-11-04,Refund,Mobile,-4.85
T0012423,A000258,2024-07-26,Transfer,Mobile,-81.43
T0012424,A000258,2022-06-09,Online,POS,-38.07
T0012425,A000258,2025-03-22,POS,Mobile,-94.5
T0012426,A000258,2023-03-05,Online,Web,-48.69
T0012427,A000258,2024-10-20,POS,POS,-53.86
T0012428,A000258,2025-06-07,Bill,POS,-46.15
T0012429,A000258,2025-06-12,Refund,POS,34.5
T0012430,A000258,2024-07-10,POS,POS,-74.99
T0012431,A000258,2022-09-29,Fee,Mobile,-5.0
T0012432,A000259,2024-11-01,POS,Mobile,-47.97
T0012433,A000259,2024-02-17,Online,Mobile,-68.79
T0012434,A000259,2024-05-13,Salary,Mobile,1834.67
T0012435,A000259,2024-01-12,Bill,Mobile,-145.53
T0012436,A000259,2025-08-28,Online,Mobile,-23.41
T0012437,A000259,2023-09-10,Online,Web,-45.52
T0012438,A000259,2024-01-24,POS,Mobile,-69.18
T0012439,A000259,2023-10-18,Salary,Mobile,2449.16
T0012440,A000259,2025-04-25,Online,Mobile,-38.05
T0012441,A000259,2024-08-21,Transfer,Mobile,-318.78
T0012442,A000259,2024-06-10,Bill,Mobile,-59.65
T0012443,A000259,2024-08-28,Transfer,Branch,132.17
T0012444,A000259,2024-05-05,Refund,Branch,32.87
T0012445,A000259,2025-02-05,POS,Mobile,-51.61
T0012446,A000259,2023-11-14,Salary,Mobile,1444.18
T0012447,A000259,2024-01-11,Bill,POS,-117.09
T0012448,A000259,2025-01-14,POS,Mobile,-101.32
T0012449,A000259,2024-07-01,POS,POS,-53.47
T0012450,A000259,2024-01-12,Fee,Mobile,-25.0
T0012451,A000259,2025-01-09,Bill,Mobile,-146.9
T0012452,A000259,2023-12-05,POS,Web,-38.96
T0012453,A000259,2024-08-22,Transfer,Mobile,-313.09
T0012454,A000259,2024-07-17,Transfer,Web,-587.12
T0012455,A000259,2024-10-30,Salary,Mobile,2197.88
T0012456,A000259,2024-03-03,POS,Mobile,-96.64
T0012457,A000259,2024-12-14,Online,Web,-23.22
T0012458,A000259,2024-06-04,Salary,Mobile,1231.68
T0012459,A000259,2024-06-12,POS,Mobile,-14.99
T0012460,A000259,2023-10-28,Interest,Mobile,2.23
T0012461,A000259,2025-07-02,Online,POS,-44.94
T0012462,A000259,2024-07-04,POS,POS,-37.72
T0012463,A000259,2025-03-13,Online,POS,-6.13
T0012464,A000259,2023-10-16,ATM,POS,-5.29
T0012465,A000259,2024-11-30,Bill,Mobile,-83.41
T0012466,A000259,2025-04-26,POS,POS,-62.05
T0012467,A000259,2024-08-20,Online,POS,-79.8
T0012468,A000259,2025-07-27,Online,Mobile,-28.11
T0012469,A000259,2024-02-06,Bill,Branch,-57.18
T0012470,A000259,2023-09-04,Transfer,ATM,-305.68
T0012471,A000259,2024-07-26,POS,Mobile,-19.98
T0012472,A000259,2024-06-15,POS,POS,-43.75
T0012473,A000259,2024-02-21,POS,Mobile,-66.38
T0012474,A000259,2024-08-03,Online,Mobile,-139.65
T0012475,A000259,2024-05-27,Salary,POS,2669.24
T0012476,A000259,2025-05-16,POS,Web,-5.26
T0012477,A000259,2024-12-21,Online,Mobile,-60.27
T0012478,A000259,2025-06-14,Transfer,POS,-656.78
T0012479,A000259,2025-08-28,Online,POS,-20.43
T0012480,A000259,2025-01-02,Bill,Mobile,-13.87
T0012481,A000259,2025-04-16,POS,Mobile,-45.38
T0012482,A000259,2024-07-29,Online,Mobile,-85.17
T0012483,A000259,2023-11-25,Bill,POS,-30.44
T0012484,A000259,2023-11-04,POS,Branch,-7.02
T0012485,A000259,2024-09-23,Online,Mobile,-37.96
T0012486,A000259,2024-07-06,Transfer,Mobile,-372.8
T0012487,A000259,2025-10-05,Bill,Mobile,-72.42
T0012488,A000259,2024-07-13,POS,POS,-66.45
T0012489,A000259,2024-03-17,Online,POS,-43.33
T0012490,A000259,2024-10-07,Interest,POS,3.02
T0012491,A000259,2025-01-26,POS,Web,-33.07
T0012492,A000259,2024-12-13,Online,Web,-75.45
T0012493,A000259,2024-12-26,Online,POS,-72.04
T0012494,A000259,2025-05-08,POS,Mobile,-10.83
T0012495,A000259,2023-10-29,Online,Web,17.27
T0012496,A000259,2023-09-25,Transfer,Mobile,69.34
T0012497,A000259,2025-02-03,Online,POS,-66.22
T0012498,A000259,2024-05-04,Salary,Mobile,2553.59
T0012499,A000259,2024-10-04,Salary,Web,2085.58
T0012500,A000259,2024-03-03,Salary,Mobile,2403.98
T0012501,A000259,2024-03-03,Online,Branch,-66.32
T0012502,A000259,2025-07-31,Online,Web,-17.84
T0012503,A000259,2024-11-10,POS,Mobile,-85.72
T0012504,A000259,2025-07-07,Transfer,Web,166.13
T0012505,A000259,2024-02-26,Salary,POS,3120.98
T0012506,A000259,2025-05-09,POS,POS,-121.11
T0012507,A000259,2025-01-25,POS,POS,-13.32
T0012508,A000259,2025-04-24,Online,POS,-50.39
T0012509,A000259,2025-09-11,Online,Mobile,-60.75
T0012510,A000259,2024-09-26,POS,Mobile,-77.83
T0012511,A000259,2024-03-26,Bill,POS,-109.55
T0012512,A000259,2024-07-26,Salary,Web,2675.7
T0012513,A000259,2024-04-24,Bill,Mobile,-77.76
T0012514,A000259,2025-10-07,Bill,Mobile,-13.08
T0012515,A000259,2024-06-16,Salary,Mobile,3256.05
T0012516,A000259,2024-09-24,Salary,Mobile,2082.54
T0012517,A000259,2024-12-29,Refund,POS,41.32
T0012518,A000259,2025-04-21,POS,Mobile,-26.21
T0012519,A000259,2025-08-07,Online,Branch,-53.54
T0012520,A000259,2024-04-27,Transfer,Mobile,-334.82
T0012521,A000259,2024-01-16,Transfer,Branch,-25.58
T0012522,A000259,2024-06-10,ATM,Web,-124.71
T0012523,A000259,2025-08-17,ATM,Mobile,-26.96
T0012524,A000259,2024-05-27,POS,Web,-1.26
T0012525,A000259,2025-09-29,Online,ATM,-47.52
T0012526,A000259,2023-09-02,Online,Mobile,-102.13
T0012527,A000259,2025-08-05,Online,Web,-13.93
T0012528,A000259,2025-02-10,POS,Web,-78.45
T0012529,A000259,2023-12-07,Salary,Mobile,1768.12
T0012530,A000259,2023-11-12,Bill,POS,-17.45
T0012531,A000259,2025-01-17,Bill,POS,-24.39
T0012532,A000259,2023-10-27,Online,Mobile,-94.49
T0012533,A000259,2024-03-13,Fee,Web,-15.0
T0012534,A000259,2023-12-20,Bill,POS,-59.43
T0012535,A000259,2024-06-07,Refund,Web,40.58
T0012536,A000260,2024-06-18,POS,ATM,-53.36
T0012537,A000260,2025-09-23,POS,Web,-22.71
T0012538,A000260,2025-04-12,Fee,POS,-10.0
T0012539,A000260,2024-01-06,Fee,POS,-10.0
T0012540,A000260,2024-07-14,POS,Mobile,-37.93
T0012541,A000260,2025-01-29,Salary,Mobile,2037.83
T0012542,A000260,2023-10-01,ATM,Mobile,-58.27
T0012543,A000260,2024-10-23,POS,POS,-87.58
T0012544,A000260,2024-07-24,POS,Mobile,-56.84
T0012545,A000260,2025-02-16,POS,Mobile,-80.01
T0012546,A000260,2024-07-27,ATM,Mobile,-35.87
T0012547,A000260,2024-12-31,Transfer,Branch,-125.5
T0012548,A000260,2025-09-02,Transfer,Mobile,-158.68
T0012549,A000260,2024-10-21,Online,Web,-5.39
T0012550,A000260,2025-10-02,Transfer,Branch,260.63
T0012551,A000260,2023-11-17,Salary,Web,2269.78
T0012552,A000260,2024-09-14,POS,Web,-39.78
T0012553,A000260,2025-01-26,Online,Web,-45.68
T0012554,A000260,2023-11-19,POS,Mobile,-38.0
T0012555,A000260,2025-02-08,ATM,Mobile,-38.84
T0012556,A000260,2025-05-07,POS,Web,-28.23
T0012557,A000260,2024-07-03,Refund,Mobile,51.45
T0012558,A000260,2025-09-11,Salary,Mobile,2061.47
T0012559,A000260,2023-10-11,POS,Mobile,-43.16
T0012560,A000260,2025-09-28,Refund,POS,12.62
T0012561,A000261,2025-06-29,POS,POS,-36.35
T0012562,A000261,2024-06-13,Online,ATM,-31.54
T0012563,A000262,2025-09-10,POS,Web,-29.36
T0012564,A000262,2025-03-28,ATM,ATM,-23.44
T0012565,A000262,2025-07-14,Transfer,Web,-32.02
T0012566,A000262,2025-09-28,Bill,POS,-165.96
T0012567,A000262,2025-07-20,Interest,POS,2.0
T0012568,A000262,2025-07-28,Online,Mobile,-28.56
T0012569,A000262,2025-05-10,POS,Mobile,-47.6
T0012570,A000262,2025-05-11,POS,Mobile,-33.83
T0012571,A000262,2025-09-08,ATM,Mobile,-4.41
T0012572,A000262,2025-03-21,Salary,Mobile,1661.62
T0012573,A000262,2025-06-08,Online,POS,-50.52
T0012574,A000262,2025-07-01,Bill,Web,-16.96
T0012575,A000262,2025-09-26,Transfer,Web,124.63
T0012576,A000262,2025-08-07,POS,Mobile,-66.27
T0012577,A000262,2025-05-05,POS,Mobile,-35.05
T0012578,A000262,2025-08-15,POS,Branch,-92.07
T0012579,A000262,2025-06-05,POS,Mobile,-16.94
T0012580,A000262,2025-06-27,Online,POS,-15.34
T0012581,A000262,2025-06-06,POS,Mobile,-19.6
T0012582,A000262,2025-08-30,Bill,ATM,-12.58
T0012583,A000262,2025-08-01,Fee,POS,-5.0
T0012584,A000262,2025-04-23,Bill,Mobile,-42.25
T0012585,A000262,2025-06-08,Online,POS,-37.69
T0012586,A000262,2025-04-16,POS,Web,-47.74
T0012587,A000262,2025-08-16,ATM,Web,1.8
T0012588,A000262,2025-07-05,ATM,Mobile,-11.95
T0012589,A000262,2025-04-26,Online,ATM,-33.85
T0012590,A000262,2025-02-22,Online,ATM,-60.87
T0012591,A000262,2025-04-08,Salary,Mobile,1920.84
T0012592,A000262,2025-05-11,POS,Web,-84.59
T0012593,A000262,2025-05-17,Bill,POS,-29.44
T0012594,A000262,2025-03-05,Transfer,Mobile,-79.42
T0012595,A000262,2025-09-02,Online,Mobile,-70.79
T0012596,A000262,2025-05-02,Bill,Mobile,-94.24
T0012597,A000262,2025-07-01,Bill,Branch,-43.96
T0012598,A000262,2025-09-09,POS,Mobile,-112.04
T0012599,A000262,2025-05-24,Transfer,ATM,55.44
T0012600,A000262,2025-05-25,ATM,POS,-40.05
T0012601,A000262,2025-05-05,POS,Mobile,-65.42
T0012602,A000262,2025-06-30,Online,POS,-31.61
T0012603,A000262,2025-06-21,POS,Mobile,-36.06
T0012604,A000262,2025-07-12,ATM,Mobile,-43.92
T0012605,A000262,2025-06-22,POS,POS,-82.9
T0012606,A000262,2025-07-21,Transfer,Mobile,-176.3
T0012607,A000262,2025-04-04,POS,Mobile,-60.95
T0012608,A000262,2025-03-11,Transfer,Branch,29.7
T0012609,A000262,2025-03-17,POS,POS,-45.74
T0012610,A000262,2025-06-19,ATM,Mobile,-57.35
T0012611,A000262,2025-04-20,Online,POS,27.21
T0012612,A000262,2025-05-18,POS,Mobile,3.96
T0012613,A000262,2025-10-06,ATM,POS,-38.6
T0012614,A000262,2025-04-16,Salary,Mobile,2622.82
T0012615,A000262,2025-09-08,Online,Web,-56.23
T0012616,A000262,2025-07-03,POS,Branch,-54.58
T0012617,A000262,2025-03-03,Online,POS,-40.05
T0012618,A000262,2025-09-13,Online,POS,-80.56
T0012619,A000262,2025-09-15,Online,Mobile,-62.51
T0012620,A000262,2025-10-06,POS,Web,-46.9
T0012621,A000262,2025-09-08,Online,POS,-54.34
T0012622,A000262,2025-03-09,POS,Mobile,-35.86
T0012623,A000262,2025-10-06,Bill,Mobile,-9.72
T0012624,A000262,2025-09-06,Online,Branch,-34.6
T0012625,A000262,2025-07-07,Fee,POS,-5.0
T0012626,A000262,2025-04-07,POS,POS,-35.69
T0012627,A000262,2025-03-26,Online,POS,-86.85
T0012628,A000262,2025-07-24,POS,Web,-10.12
T0012629,A000262,2025-03-03,Bill,Mobile,-61.05
T0012630,A000262,2025-04-03,ATM,Mobile,-66.54
T0012631,A000262,2025-03-24,POS,POS,-42.47
T0012632,A000262,2025-03-08,ATM,POS,-75.53
T0012633,A000262,2025-05-09,Transfer,Mobile,-297.46
T0012634,A000262,2025-08-01,Transfer,Mobile,-396.38
T0012635,A000262,2025-07-15,Online,POS,12.98
T0012636,A000262,2025-07-24,POS,Mobile,-26.75
T0012637,A000262,2025-06-12,POS,POS,-30.83
T0012638,A000262,2025-10-04,Online,POS,-57.13
T0012639,A000262,2025-08-22,Transfer,Mobile,7.78
T0012640,A000262,2025-05-12,POS,Web,-27.34
T0012641,A000262,2025-03-06,Salary,Mobile,2320.23
T0012642,A000262,2025-05-17,POS,Mobile,-36.99
T0012643,A000262,2025-08-04,POS,Mobile,-108.6
T0012644,A000262,2025-09-19,POS,POS,-83.2
T0012645,A000262,2025-05-11,POS,ATM,-74.32
T0012646,A000262,2025-08-14,POS,Mobile,-61.03
T0012647,A000262,2025-06-26,POS,Mobile,-36.23
T0012648,A000262,2025-07-08,Fee,Web,-10.0
T0012649,A000262,2025-09-20,POS,Mobile,-3.12
T0012650,A000262,2025-06-28,Fee,Mobile,-5.0
T0012651,A000262,2025-05-16,POS,Mobile,-6.01
T0012652,A000262,2025-06-12,POS,Mobile,-12.48
T0012653,A000262,2025-07-17,Online,Mobile,-122.47
T0012654,A000262,2025-08-12,POS,ATM,-24.98
T0012655,A000262,2025-04-20,Bill,Mobile,-81.19
T0012656,A000263,2024-04-25,POS,ATM,-17.72
T0012657,A000263,2024-08-08,Fee,Mobile,-5.0
T0012658,A000263,2023-03-14,Online,Mobile,-69.34
T0012659,A000263,2024-06-12,Transfer,Mobile,-454.71
T0012660,A000263,2025-10-06,POS,POS,-44.53
T0012661,A000263,2025-02-19,POS,Mobile,-24.99
T0012662,A000263,2024-11-22,ATM,Mobile,-69.8
T0012663,A000263,2024-02-14,Online,Branch,-26.9
T0012664,A000263,2022-11-10,Transfer,POS,63.47
T0012665,A000263,2023-06-22,Online,ATM,-17.62
T0012666,A000263,2022-07-27,Salary,Web,2213.54
T0012667,A000263,2024-10-12,POS,Mobile,-50.05
T0012668,A000263,2025-07-31,POS,POS,-19.85
T0012669,A000263,2023-01-06,POS,Mobile,-68.77
T0012670,A000263,2024-01-14,Bill,Branch,-39.34
T0012671,A000263,2022-09-09,Transfer,Web,-294.84
T0012672,A000263,2025-06-28,POS,Mobile,-44.86
T0012673,A000263,2023-04-01,ATM,Mobile,-130.99
T0012674,A000263,2024-11-10,Salary,Branch,1657.45
T0012675,A000263,2025-05-05,POS,POS,-17.24
T0012676,A000263,2023-05-29,POS,Mobile,-77.84
T0012677,A000263,2024-10-03,Transfer,Web,-277.23
T0012678,A000263,2025-06-10,Online,Mobile,-34.63
T0012679,A000263,2023-11-06,Online,Branch,-73.15
T0012680,A000263,2023-08-18,Transfer,Web,-525.06
T0012681,A000263,2024-08-13,Online,Mobile,-87.86
T0012682,A000263,2025-01-10,Bill,Web,-92.73
T0012683,A000263,2025-07-01,POS,Web,-40.09
T0012684,A000263,2022-12-12,Fee,Branch,-5.0
T0012685,A000264,2024-01-11,Fee,Web,-15.0
T0012686,A000264,2024-10-22,Transfer,Mobile,-644.62
T0012687,A000265,2024-10-10,Transfer,Mobile,-287.22
T0012688,A000265,2025-06-05,Transfer,Web,177.08
T0012689,A000265,2023-08-30,Online,Web,-12.12
T0012690,A000265,2025-02-23,POS,Mobile,-83.93
T0012691,A000265,2024-10-09,POS,Mobile,-63.59
T0012692,A000265,2025-05-15,ATM,Mobile,-53.72
T0012693,A000265,2025-02-23,POS,POS,-52.59
T0012694,A000265,2024-03-28,Online,Mobile,-37.65
T0012695,A000265,2024-02-05,Online,Mobile,-68.04
T0012696,A000265,2023-07-23,POS,POS,-43.83
T0012697,A000265,2023-09-13,Transfer,Mobile,-551.72
T0012698,A000265,2025-09-02,Transfer,Mobile,-495.45
T0012699,A000265,2025-04-14,Salary,POS,2334.17
T0012700,A000265,2024-09-26,Refund,Mobile,40.12
T0012701,A000265,2023-10-24,Salary,Mobile,2219.63
T0012702,A000265,2024-07-17,Online,POS,-42.6
T0012703,A000265,2025-02-18,POS,Mobile,4.85
T0012704,A000265,2024-02-25,POS,Web,-62.6
T0012705,A000265,2024-05-06,ATM,Web,5.3
T0012706,A000265,2024-03-01,Online,Mobile,-27.25
T0012707,A000265,2023-06-06,ATM,Mobile,-96.39
T0012708,A000265,2025-07-12,Transfer,Branch,-154.97
T0012709,A000265,2024-08-01,Online,Mobile,-82.12
T0012710,A000265,2024-09-09,Transfer,Mobile,-357.76
T0012711,A000265,2023-09-12,Online,POS,-47.05
T0012712,A000265,2023-10-21,POS,Web,-34.64
T0012713,A000265,2024-04-20,Interest,Mobile,3.82
T0012714,A000265,2023-07-07,Online,POS,-73.7
T0012715,A000265,2023-04-26,POS,Mobile,-102.12
T0012716,A000265,2023-05-02,Transfer,Web,-161.22
T0012717,A000265,2024-12-12,Salary,Branch,1513.4
